audio_path,labels,prediction,probabilities
malfunction/2023-02-08T190717-1.wav,1,0,[0.54316384 0.4632162 ]
malfunction/2023-02-08T185217-2.wav,1,0,[0.555812   0.45079044]
serviceable/2023-02-08T162015-6.wav,0,0,[0.9105906  0.08524835]
serviceable/2023-02-08T165438-5.wav,0,1,[0.4001466  0.59671664]
serviceable/2023-02-08T162815-3.wav,0,0,[0.9383898  0.05833723]
malfunction/2023-02-12T215802-6.wav,1,1,[0.00183845 0.9983108 ]
serviceable/2023-02-08T161915-3.wav,0,0,[0.7915953  0.20696041]
malfunction/2023-02-08T190017-3.wav,1,1,[0.45370764 0.55263877]
serviceable/2023-02-07T150748-5.wav,0,1,[0.48111603 0.5335502 ]
serviceable/2023-02-08T163314-5.wav,0,0,[0.8481888  0.15007694]
serviceable/2023-02-07T150948-2.wav,0,0,[0.5639446 0.4424194]
malfunction/2023-02-08T190517-6.wav,1,1,[0.22269703 0.7712671 ]
serviceable/2023-02-08T161415-6.wav,0,0,[0.8882101 0.104909 ]
malfunction/2023-02-08T190917-6.wav,1,1,[0.40870404 0.5920692 ]
malfunction/2023-02-12T092415-4.wav,1,1,[0.31799763 0.68248904]
malfunction/2023-02-12T090415-4.wav,1,1,[0.00593267 0.99290186]
malfunction/2023-02-08T191617-3.wav,1,1,[0.4839973 0.5219631]
malfunction/2023-02-08T184217-4.wav,1,0,[0.5420601 0.46504  ]
malfunction/2023-02-15T164416-4.wav,1,1,[0.1423928 0.8517944]
malfunction/2023-02-12T222750-6.wav,1,1,[0.00454811 0.9952787 ]
malfunction/2023-02-12T091315-4.wav,1,1,[0.00499358 0.99570024]
serviceable/2023-02-07T143225-5.wav,0,0,[0.5744727  0.43265635]
malfunction/2023-02-12T090715-6.wav,1,1,[0.10841911 0.8805135 ]
malfunction/2023-02-08T193117-6.wav,1,1,[0.28224498 0.7044597 ]
serviceable/2023-02-08T161715-3.wav,0,0,[0.510443  0.5028913]
malfunction/2023-02-15T163116-1.wav,1,1,[0.38390505 0.61147124]
malfunction/2023-02-12T091715-4.wav,1,1,[0.00138628 0.9987741 ]
malfunction/2023-02-12T222150-3.wav,1,1,[0.00136217 0.9988186 ]
serviceable/2023-02-07T142625-5.wav,0,0,[0.55054784 0.4574901 ]
malfunction/2023-02-12T215802-4.wav,1,1,[9.9011871e-04 9.9906975e-01]
malfunction/2023-02-08T190317-6.wav,1,0,[0.50868934 0.49608678]
serviceable/2023-02-08T163514-6.wav,0,0,[0.885209   0.11083771]
serviceable/2023-02-08T164614-6.wav,0,0,[0.9519151  0.04657281]
malfunction/2023-02-08T184717-2.wav,1,1,[0.43902162 0.5676267 ]
malfunction/2023-02-12T090815-3.wav,1,1,[0.00673376 0.9921882 ]
malfunction/2023-02-08T192617-4.wav,1,1,[0.13893642 0.86095667]
malfunction/2023-02-08T190717-3.wav,1,1,[0.2777991 0.7135817]
malfunction/2023-02-12T221850-6.wav,1,1,[0.00291078 0.9968941 ]
malfunction/2023-02-12T212702-2.wav,1,1,[0.00266191 0.9971629 ]
serviceable/2023-02-08T163914-6.wav,0,0,[0.79420495 0.2040822 ]
serviceable/2023-02-08T155903-5.wav,0,0,[0.90334225 0.09565747]
malfunction/2023-02-12T090015-3.wav,1,1,[0.00269728 0.99778134]
malfunction/2023-02-12T213002-5.wav,1,1,[9.6413924e-04 9.9909079e-01]
malfunction/2023-02-08T191917-1.wav,1,0,[0.64424306 0.35291857]
malfunction/2023-02-08T193617-4.wav,1,1,[0.10371168 0.89935994]
serviceable/2023-02-08T154416-6.wav,0,1,[0.22516206 0.7710334 ]
malfunction/2023-02-12T215102-5.wav,1,1,[0.00194606 0.9980819 ]
serviceable/2023-02-08T161915-5.wav,0,0,[0.7899171  0.20679367]
malfunction/2023-02-15T163416-5.wav,1,1,[0.03592054 0.9625151 ]
serviceable/2023-02-07T150048-3.wav,0,0,[0.5187785  0.48671472]
malfunction/2023-02-15T162416-2.wav,1,1,[0.22053139 0.7808309 ]
serviceable/2023-02-07T150748-2.wav,0,0,[0.53702617 0.4725249 ]
malfunction/2023-02-15T164116-2.wav,1,1,[0.05510511 0.94702613]
malfunction/2023-02-12T215802-1.wav,1,1,[0.15439004 0.842078  ]
malfunction/2023-02-15T163216-4.wav,1,1,[0.16587661 0.82753205]
malfunction/2023-02-12T221450-3.wav,1,1,[9.33068e-04 9.99065e-01]
malfunction/2023-02-08T192717-2.wav,1,1,[0.3537767 0.6419007]
serviceable/2023-02-07T142325-4.wav,0,0,[0.62688804 0.37807077]
serviceable/2023-02-08T164414-5.wav,0,0,[0.9597824  0.03619092]
serviceable/2023-02-07T144808-5.wav,0,0,[0.8218337 0.178407 ]
malfunction/2023-02-12T221850-2.wav,1,1,[0.01933032 0.9799697 ]
serviceable/2023-02-07T152028-1.wav,0,0,[0.7580089  0.23785594]
serviceable/2023-02-07T142825-3.wav,0,0,[0.5925014  0.41185433]
serviceable/2023-02-08T160103-2.wav,0,1,[0.1936766 0.8092365]
serviceable/2023-02-08T161115-2.wav,0,0,[0.5794567  0.43362987]
malfunction/2023-02-15T164416-3.wav,1,1,[0.17714988 0.81698394]
malfunction/2023-02-12T091315-5.wav,1,1,[0.0010769  0.99900657]
malfunction/2023-02-08T194941-2.wav,1,1,[0.20235884 0.78788656]
serviceable/2023-02-08T163215-4.wav,0,0,[0.9529241  0.04393804]
malfunction/2023-02-08T184217-3.wav,1,0,[0.57755953 0.42762873]
serviceable/2023-02-07T144910-3.wav,0,0,[0.5212613  0.48804277]
serviceable/2023-02-07T150248-4.wav,0,1,[0.4096264 0.5903401]
malfunction/2023-02-12T214702-5.wav,1,1,[9.5171877e-04 9.9895775e-01]
malfunction/2023-02-08T191517-5.wav,1,1,[0.19157454 0.8044935 ]
malfunction/2023-02-08T195740-2.wav,1,1,[0.3287247 0.6627949]
malfunction/2023-02-12T090915-3.wav,1,1,[0.00505956 0.99564666]
malfunction/2023-02-12T085815-3.wav,1,1,[0.02399225 0.9706213 ]
serviceable/2023-02-08T155903-2.wav,0,1,[0.4291673 0.5711937]
malfunction/2023-02-08T185717-3.wav,1,0,[0.5088329 0.5029056]
serviceable/2023-02-08T165438-6.wav,0,1,[0.48797315 0.51669884]
serviceable/2023-02-08T154708-2.wav,0,1,[0.48789874 0.52063686]
serviceable/2023-02-08T155803-5.wav,0,0,[0.90322936 0.09449787]
malfunction/2023-02-12T221350-4.wav,1,1,[2.7707807e-04 9.9965191e-01]
serviceable/2023-02-07T143125-1.wav,0,1,[0.42986548 0.5717422 ]
serviceable/2023-02-07T142725-2.wav,0,0,[0.6748795  0.31739897]
malfunction/2023-02-12T222250-4.wav,1,1,[0.0012063 0.9988977]
serviceable/2023-02-07T145948-1.wav,0,0,[0.5242132  0.48788688]
malfunction/2023-02-15T163016-4.wav,1,1,[0.02519041 0.9761163 ]
serviceable/2023-02-07T144910-4.wav,0,0,[0.5556005  0.46467513]
malfunction/2023-02-08T193217-3.wav,1,1,[0.36337805 0.6262658 ]
malfunction/2023-02-08T184217-2.wav,1,1,[0.2340061 0.7579435]
malfunction/2023-02-12T085015-5.wav,1,1,[0.00137521 0.99870205]
malfunction/2023-02-12T085715-4.wav,1,1,[0.00588577 0.994796  ]
serviceable/2023-02-07T150448-4.wav,0,0,[0.52203536 0.48521474]
serviceable/2023-02-08T161815-4.wav,0,0,[0.51565284 0.5023384 ]
serviceable/2023-02-08T164414-1.wav,0,1,[0.4919842  0.51838326]
malfunction/2023-02-12T222650-3.wav,1,1,[0.01183218 0.9860175 ]
serviceable/2023-02-07T150348-3.wav,0,1,[0.4028519  0.59354806]
malfunction/2023-02-12T091815-3.wav,1,1,[0.00297734 0.99742895]
malfunction/2023-02-08T195740-3.wav,1,0,[0.53502196 0.47552145]
malfunction/2023-02-08T193917-3.wav,1,1,[0.12845293 0.8625827 ]
malfunction/2023-02-12T091215-5.wav,1,1,[0.00157002 0.99849427]
malfunction/2023-02-08T184917-5.wav,1,0,[0.67770004 0.32732123]
malfunction/2023-02-12T091815-6.wav,1,1,[0.00123611 0.99885833]
malfunction/2023-02-12T214902-1.wav,1,1,[0.00578514 0.99473995]
serviceable/2023-02-07T144659-6.wav,0,0,[0.5748958 0.4221547]
serviceable/2023-02-07T142925-2.wav,0,1,[0.39976332 0.6023638 ]
serviceable/2023-02-08T164514-4.wav,0,0,[0.9402263  0.05743383]
serviceable/2023-02-08T154416-4.wav,0,1,[0.32173532 0.6698534 ]
serviceable/2023-02-08T155803-3.wav,0,0,[0.8648859  0.13345267]
serviceable/2023-02-08T161015-1.wav,0,1,[0.4820597  0.52915525]
malfunction/2023-02-12T214002-2.wav,1,1,[0.00385989 0.9967704 ]
serviceable/2023-02-07T143025-5.wav,0,0,[0.88521135 0.11143484]
serviceable/2023-02-08T161615-6.wav,0,0,[0.8271433  0.16774614]
serviceable/2023-02-08T163614-2.wav,0,1,[0.3958746 0.6028197]
serviceable/2023-02-08T165537-5.wav,0,1,[0.3300157  0.65637165]
malfunction/2023-02-12T215702-5.wav,1,1,[3.3265341e-04 9.9960977e-01]
malfunction/2023-02-15T162616-6.wav,1,0,[0.8332457 0.1585983]
malfunction/2023-02-12T215402-5.wav,1,1,[0.02576745 0.97244036]
malfunction/2023-02-12T214502-6.wav,1,1,[0.00332663 0.99682873]
serviceable/2023-02-07T144808-6.wav,0,0,[0.78032005 0.220716  ]
malfunction/2023-02-12T215302-3.wav,1,1,[0.00174156 0.99789435]
malfunction/2023-02-08T192917-2.wav,1,1,[0.13477445 0.8575536 ]
serviceable/2023-02-07T151048-6.wav,0,1,[0.45825514 0.5455526 ]
malfunction/2023-02-08T192017-2.wav,1,1,[0.41505358 0.58170587]
malfunction/2023-02-08T192317-5.wav,1,1,[0.1328462  0.86411226]
serviceable/2023-02-08T160915-1.wav,0,0,[0.74054515 0.26414353]
malfunction/2023-02-08T195840-6.wav,1,1,[0.31929213 0.6711461 ]
malfunction/2023-02-08T185317-3.wav,1,1,[0.31231245 0.6774305 ]
serviceable/2023-02-07T152228-3.wav,0,0,[0.79133767 0.20766546]
malfunction/2023-02-08T184917-3.wav,1,1,[0.49245504 0.51259285]
malfunction/2023-02-08T192717-3.wav,1,1,[0.1616637 0.8431431]
malfunction/2023-02-08T193017-1.wav,1,0,[0.6589573  0.34543812]
malfunction/2023-02-08T190817-5.wav,1,1,[0.17524059 0.8166092 ]
malfunction/2023-02-12T212302-2.wav,1,1,[0.009106   0.98941386]
serviceable/2023-02-07T145748-6.wav,0,0,[0.6529868  0.35115454]
malfunction/2023-02-08T193517-5.wav,1,1,[0.48273623 0.5220977 ]
serviceable/2023-02-08T164814-5.wav,0,0,[0.82232845 0.17599441]
malfunction/2023-02-08T185417-5.wav,1,1,[0.37740517 0.6143371 ]
malfunction/2023-02-12T222750-4.wav,1,1,[0.00348758 0.9961534 ]
malfunction/2023-02-12T215002-3.wav,1,1,[8.4947265e-04 9.9930191e-01]
malfunction/2023-02-08T185317-2.wav,1,0,[0.53699327 0.46767387]
serviceable/2023-02-07T150148-6.wav,0,0,[0.587013  0.4127684]
malfunction/2023-02-08T195040-5.wav,1,1,[0.39503255 0.5996135 ]
serviceable/2023-02-08T163914-5.wav,0,0,[0.8404579 0.1577416]
malfunction/2023-02-08T191717-3.wav,1,1,[0.24342504 0.74786747]
malfunction/2023-02-12T222550-4.wav,1,1,[0.00313448 0.9970721 ]
malfunction/2023-02-12T092115-5.wav,1,1,[0.00151285 0.99849784]
serviceable/2023-02-08T154508-2.wav,0,1,[0.3267037 0.6615559]
serviceable/2023-02-07T150148-2.wav,0,0,[0.5669892 0.4372655]
malfunction/2023-02-12T213202-2.wav,1,1,[0.00377027 0.99549735]
malfunction/2023-02-12T221550-3.wav,1,1,[8.839386e-04 9.988919e-01]
malfunction/2023-02-08T195540-6.wav,1,1,[0.18778628 0.8087486 ]
serviceable/2023-02-08T154808-5.wav,0,0,[0.6459911 0.3565171]
malfunction/2023-02-08T191017-4.wav,1,1,[0.03235027 0.96930826]
malfunction/2023-02-08T195340-3.wav,1,1,[0.10451496 0.8900819 ]
malfunction/2023-02-12T221650-5.wav,1,1,[0.00174672 0.9980019 ]
serviceable/2023-02-07T144257-2.wav,0,0,[0.7892905  0.20735793]
serviceable/2023-02-08T154608-3.wav,0,0,[0.6067367  0.40856662]
malfunction/2023-02-08T184217-5.wav,1,1,[0.35383144 0.63570386]
serviceable/2023-02-08T161415-3.wav,0,0,[0.93194425 0.0629755 ]
malfunction/2023-02-12T214802-6.wav,1,1,[7.5350225e-04 9.9902654e-01]
serviceable/2023-02-07T144910-2.wav,0,0,[0.5404306  0.47772053]
malfunction/2023-02-12T085615-3.wav,1,1,[0.00227913 0.99762255]
serviceable/2023-02-07T150348-2.wav,0,0,[0.57914317 0.42417967]
malfunction/2023-02-12T090915-4.wav,1,1,[0.00260084 0.99785405]
malfunction/2023-02-15T164416-6.wav,1,1,[0.06496456 0.9314354 ]
malfunction/2023-02-12T215602-6.wav,1,1,[0.00246331 0.9976803 ]
serviceable/2023-02-07T150548-4.wav,0,1,[0.326835   0.66311777]
malfunction/2023-02-12T085315-6.wav,1,1,[0.00119911 0.99860364]
serviceable/2023-02-08T163414-2.wav,0,0,[0.68459857 0.3182602 ]
serviceable/2023-02-08T160003-3.wav,0,0,[0.53590196 0.47498924]
serviceable/2023-02-07T150648-5.wav,0,1,[0.3056541  0.68410325]
malfunction/2023-02-12T215102-6.wav,1,1,[0.00138308 0.99820983]
malfunction/2023-02-12T215702-3.wav,1,1,[0.00113655 0.99895155]
malfunction/2023-02-12T085115-4.wav,1,1,[0.00260726 0.9972363 ]
malfunction/2023-02-08T192817-6.wav,1,1,[0.17302434 0.8294716 ]
malfunction/2023-02-08T192317-1.wav,1,0,[0.51729506 0.493726  ]
serviceable/2023-02-08T163814-4.wav,0,0,[0.8976697  0.09894601]
malfunction/2023-02-08T193217-5.wav,1,0,[0.6309164 0.3754584]
malfunction/2023-02-12T091915-3.wav,1,1,[0.00140359 0.9984748 ]
malfunction/2023-02-15T163716-6.wav,1,1,[0.0285624  0.97223425]
malfunction/2023-02-12T212802-6.wav,1,1,[6.569671e-04 9.991898e-01]
malfunction/2023-02-08T185817-2.wav,1,1,[0.49425334 0.5150818 ]
serviceable/2023-02-08T162615-2.wav,0,0,[0.6750649  0.32962722]
malfunction/2023-02-15T163716-2.wav,1,1,[0.12550323 0.8620443 ]
serviceable/2023-02-08T162415-2.wav,0,0,[0.61962634 0.38147792]
malfunction/2023-02-08T191417-2.wav,1,0,[0.51242095 0.49717212]
malfunction/2023-02-12T222750-5.wav,1,1,[0.00817026 0.99134165]
malfunction/2023-02-12T214102-6.wav,1,1,[8.029019e-04 9.990361e-01]
malfunction/2023-02-08T193217-2.wav,1,1,[0.05094136 0.9530097 ]
serviceable/2023-02-08T164814-3.wav,0,0,[0.54224813 0.46447375]
serviceable/2023-02-07T150248-1.wav,0,0,[0.63720846 0.36633018]
malfunction/2023-02-12T213402-6.wav,1,1,[0.001628  0.9985049]
malfunction/2023-02-08T191217-3.wav,1,1,[0.37414402 0.6169644 ]
malfunction/2023-02-08T192817-3.wav,1,1,[0.20953585 0.7926058 ]
malfunction/2023-02-08T190017-1.wav,1,0,[0.63598967 0.36371654]
malfunction/2023-02-15T164216-3.wav,1,1,[0.46298507 0.5486885 ]
malfunction/2023-02-08T192017-4.wav,1,1,[0.17757651 0.81917566]
serviceable/2023-02-08T154708-4.wav,0,1,[0.4738592 0.5373027]
malfunction/2023-02-08T193817-4.wav,1,1,[0.4054628 0.5891686]
malfunction/2023-02-12T222550-3.wav,1,1,[0.00440905 0.99609584]
serviceable/2023-02-08T155108-5.wav,0,0,[0.8995909  0.09796418]
malfunction/2023-02-15T163216-2.wav,1,1,[0.01340142 0.9846208 ]
serviceable/2023-02-07T152028-6.wav,0,0,[0.65033114 0.35456055]
malfunction/2023-02-12T213902-2.wav,1,1,[0.01162355 0.9865247 ]
malfunction/2023-02-08T191617-2.wav,1,0,[0.63021255 0.37698242]
serviceable/2023-02-08T165737-6.wav,0,1,[0.42221797 0.5798145 ]
malfunction/2023-02-12T085715-6.wav,1,1,[0.00153693 0.99853265]
malfunction/2023-02-15T162816-4.wav,1,1,[0.21190657 0.78034353]
serviceable/2023-02-08T162515-5.wav,0,0,[0.9485299  0.04935547]
serviceable/2023-02-07T145248-2.wav,0,0,[0.81365967 0.1839419 ]
malfunction/2023-02-12T085915-6.wav,1,1,[0.00116624 0.99865294]
malfunction/2023-02-15T163616-1.wav,1,1,[0.43042764 0.5724557 ]
serviceable/2023-02-07T145648-3.wav,0,0,[0.6820806  0.31968048]
malfunction/2023-02-12T085815-6.wav,1,1,[0.00173881 0.997721  ]
serviceable/2023-02-07T150648-6.wav,0,1,[0.29856354 0.6931187 ]
serviceable/2023-02-07T142925-5.wav,0,0,[0.86451995 0.13311122]
serviceable/2023-02-07T144257-3.wav,0,0,[0.8876783  0.10979693]
malfunction/2023-02-12T091915-5.wav,1,1,[7.325756e-04 9.991591e-01]
malfunction/2023-02-08T193517-2.wav,1,1,[0.4274728 0.5720006]
serviceable/2023-02-08T162615-3.wav,0,0,[0.8100706  0.18724784]
malfunction/2023-02-12T221550-1.wav,1,1,[0.03453328 0.9623588 ]
malfunction/2023-02-12T214602-3.wav,1,1,[0.00165109 0.9984824 ]
serviceable/2023-02-07T144457-6.wav,0,0,[0.9451862  0.05260492]
malfunction/2023-02-15T162316-2.wav,1,1,[0.26314193 0.74168265]
malfunction/2023-02-12T222250-5.wav,1,1,[0.0013377 0.9987752]
serviceable/2023-02-07T144357-2.wav,0,0,[0.8468188  0.14976428]
malfunction/2023-02-08T192417-2.wav,1,1,[0.24145252 0.75086087]
malfunction/2023-02-12T222650-4.wav,1,1,[0.00421733 0.995568  ]
malfunction/2023-02-08T193217-1.wav,1,1,[0.43286738 0.57533014]
malfunction/2023-02-08T185017-4.wav,1,0,[0.5132123  0.49341282]
malfunction/2023-02-12T221750-1.wav,1,1,[0.08762886 0.9111689 ]
malfunction/2023-02-08T192617-1.wav,1,1,[0.4147507 0.5857297]
serviceable/2023-02-07T150548-3.wav,0,0,[0.54501474 0.46477887]
serviceable/2023-02-08T161115-1.wav,0,0,[0.66523033 0.34004366]
serviceable/2023-02-08T161915-1.wav,0,0,[0.6141567 0.3872891]
malfunction/2023-02-08T192117-3.wav,1,1,[0.42068127 0.5785403 ]
malfunction/2023-02-12T222350-1.wav,1,1,[0.00210452 0.9982951 ]
malfunction/2023-02-15T162516-5.wav,1,1,[0.00833073 0.9909854 ]
malfunction/2023-02-15T164116-3.wav,1,1,[0.18756326 0.80554986]
malfunction/2023-02-12T090315-3.wav,1,1,[0.0068025 0.9919376]
serviceable/2023-02-07T145248-4.wav,0,0,[0.8966218  0.10078536]
malfunction/2023-02-08T195440-2.wav,1,1,[0.05765694 0.9353473 ]
serviceable/2023-02-08T162915-1.wav,0,0,[0.79184383 0.20943508]
serviceable/2023-02-07T144457-5.wav,0,0,[0.9486314  0.04820726]
malfunction/2023-02-08T195340-1.wav,1,1,[0.4668149 0.5389482]
malfunction/2023-02-15T162716-4.wav,1,1,[0.4236454  0.57688785]
malfunction/2023-02-12T221450-6.wav,1,1,[6.032829e-04 9.994211e-01]
malfunction/2023-02-08T184417-6.wav,1,0,[0.6519477 0.3494671]
malfunction/2023-02-12T222450-6.wav,1,1,[0.00212918 0.9977527 ]
serviceable/2023-02-07T145548-6.wav,0,0,[0.675388   0.35281393]
malfunction/2023-02-12T092115-3.wav,1,1,[0.00156067 0.99860173]
serviceable/2023-02-07T142925-1.wav,0,0,[0.6580716 0.3425034]
malfunction/2023-02-15T162416-6.wav,1,1,[0.0014264  0.99867034]
malfunction/2023-02-12T221750-3.wav,1,1,[7.1396434e-04 9.9925321e-01]
serviceable/2023-02-08T164414-2.wav,0,1,[0.44316742 0.56301117]
serviceable/2023-02-07T142725-5.wav,0,0,[0.6716723  0.33231255]
malfunction/2023-02-08T184122-5.wav,1,1,[0.36466813 0.6246223 ]
serviceable/2023-02-08T162415-3.wav,0,0,[0.8653404  0.12968582]
serviceable/2023-02-08T165837-1.wav,0,1,[0.30216253 0.695773  ]
malfunction/2023-02-15T164216-4.wav,1,1,[0.3175169  0.67082125]
serviceable/2023-02-08T155008-6.wav,0,0,[0.70565313 0.29235741]
malfunction/2023-02-12T215102-1.wav,1,1,[0.01474175 0.98679686]
malfunction/2023-02-12T212302-3.wav,1,1,[0.00177573 0.9983576 ]
malfunction/2023-02-12T212106-3.wav,1,1,[0.00340428 0.9967794 ]
malfunction/2023-02-12T212902-1.wav,1,1,[0.364247  0.6308425]
serviceable/2023-02-08T164014-2.wav,0,0,[0.5370296  0.47071013]
malfunction/2023-02-15T164216-1.wav,1,1,[0.2936845  0.69375324]
serviceable/2023-02-07T143425-2.wav,0,1,[0.3086468  0.68398935]
malfunction/2023-02-08T192917-4.wav,1,1,[0.12064425 0.8718975 ]
malfunction/2023-02-12T090415-5.wav,1,1,[0.00411937 0.99574715]
malfunction/2023-02-12T222450-4.wav,1,1,[0.00121041 0.99894065]
malfunction/2023-02-15T162916-6.wav,1,1,[0.24630806 0.74390435]
serviceable/2023-02-08T164714-3.wav,0,0,[0.8982394  0.09574024]
serviceable/2023-02-08T162015-1.wav,0,0,[0.6445236  0.35693294]
malfunction/2023-02-08T185117-4.wav,1,1,[0.25533763 0.73776746]
malfunction/2023-02-08T191317-1.wav,1,0,[0.5193361 0.4918342]
malfunction/2023-02-12T085915-3.wav,1,1,[0.00627746 0.99291456]
malfunction/2023-02-08T193917-2.wav,1,1,[0.3537617 0.6358165]
serviceable/2023-02-08T161615-4.wav,0,0,[0.8779444  0.11717056]
malfunction/2023-02-15T163316-2.wav,1,1,[0.23812783 0.75471294]
malfunction/2023-02-12T221450-2.wav,1,1,[0.02989171 0.9703518 ]
serviceable/2023-02-08T154416-2.wav,0,1,[0.24331371 0.7594377 ]
malfunction/2023-02-12T213502-3.wav,1,1,[0.00278184 0.99746597]
serviceable/2023-02-07T143025-2.wav,0,0,[0.7148088 0.2854586]
malfunction/2023-02-08T190917-4.wav,1,1,[0.165333  0.8246972]
malfunction/2023-02-12T091315-6.wav,1,1,[5.7842134e-04 9.9941456e-01]
serviceable/2023-02-08T161415-4.wav,0,0,[0.93745583 0.0576881 ]
malfunction/2023-02-12T213502-4.wav,1,1,[0.00675618 0.9936644 ]
serviceable/2023-02-07T142225-5.wav,0,1,[0.46927238 0.535296  ]
malfunction/2023-02-12T222050-1.wav,1,1,[0.01654931 0.9807474 ]
