audio_path,labels,prediction,probabilities
malfunction/2023-02-08T192717-2.wav,1,1,[0.44838566 0.556651  ]
serviceable/2023-02-07T142325-4.wav,0,1,[0.45357233 0.5513639 ]
serviceable/2023-02-08T164414-5.wav,0,0,[0.9535305  0.04212294]
serviceable/2023-02-07T144808-5.wav,0,0,[0.7799839  0.21061854]
malfunction/2023-02-12T221850-2.wav,1,1,[0.15956232 0.8356443 ]
serviceable/2023-02-07T152028-1.wav,0,0,[0.64916915 0.3448014 ]
serviceable/2023-02-07T142825-3.wav,0,0,[0.5160645 0.4872992]
serviceable/2023-02-08T160103-2.wav,0,1,[0.26515925 0.74853295]
serviceable/2023-02-08T161115-2.wav,0,0,[0.59703803 0.39675093]
malfunction/2023-02-15T164416-3.wav,1,1,[0.10360081 0.89959073]
malfunction/2023-02-12T091315-5.wav,1,1,[6.368367e-04 9.993525e-01]
malfunction/2023-02-08T194941-2.wav,1,1,[0.38826075 0.65482795]
serviceable/2023-02-08T163215-4.wav,0,0,[0.98538035 0.0144777 ]
malfunction/2023-02-08T184217-3.wav,1,0,[0.5165393  0.48379195]
serviceable/2023-02-07T144910-3.wav,0,1,[0.32629552 0.6631036 ]
serviceable/2023-02-07T150248-4.wav,0,1,[0.4171983 0.5895055]
malfunction/2023-02-12T214702-5.wav,1,1,[0.00680192 0.9925525 ]
malfunction/2023-02-08T191517-5.wav,1,1,[0.08997616 0.911594  ]
malfunction/2023-02-08T195740-2.wav,1,1,[0.36166504 0.6498    ]
malfunction/2023-02-12T090915-3.wav,1,1,[0.00534721 0.99464816]
malfunction/2023-02-12T085815-3.wav,1,1,[0.27209544 0.750295  ]
serviceable/2023-02-08T155903-2.wav,0,1,[0.49688622 0.5085381 ]
malfunction/2023-02-08T185717-3.wav,1,1,[0.41118246 0.5950416 ]
serviceable/2023-02-08T165438-6.wav,0,1,[0.32917377 0.67310685]
serviceable/2023-02-08T154708-2.wav,0,0,[0.5605133  0.43978173]
serviceable/2023-02-08T155803-5.wav,0,0,[0.84418404 0.16665728]
malfunction/2023-02-12T221350-4.wav,1,1,[1.2837954e-04 9.9986088e-01]
serviceable/2023-02-07T143125-1.wav,0,1,[0.47606608 0.5248204 ]
serviceable/2023-02-07T142725-2.wav,0,0,[0.5739276  0.42491743]
malfunction/2023-02-12T222250-4.wav,1,1,[0.01445215 0.98503333]
serviceable/2023-02-07T145948-1.wav,0,1,[0.46633834 0.52042866]
malfunction/2023-02-15T163016-4.wav,1,1,[0.03260293 0.9652274 ]
serviceable/2023-02-07T144910-4.wav,0,1,[0.48230648 0.5178887 ]
malfunction/2023-02-08T193217-3.wav,1,1,[0.3177346  0.67835087]
malfunction/2023-02-08T184217-2.wav,1,1,[0.3513004 0.6501124]
malfunction/2023-02-12T085015-5.wav,1,1,[0.00116867 0.9988655 ]
malfunction/2023-02-12T085715-4.wav,1,1,[0.00906343 0.9907828 ]
serviceable/2023-02-07T150448-4.wav,0,1,[0.48437735 0.5152058 ]
serviceable/2023-02-08T161815-4.wav,0,0,[0.5304923  0.46840903]
serviceable/2023-02-08T164414-1.wav,0,1,[0.37613466 0.6004377 ]
malfunction/2023-02-12T222650-3.wav,1,1,[8.6097495e-04 9.9903983e-01]
serviceable/2023-02-07T150348-3.wav,0,1,[0.43730333 0.56805617]
malfunction/2023-02-12T091815-3.wav,1,1,[0.16949512 0.88094187]
malfunction/2023-02-08T195740-3.wav,1,1,[0.34772617 0.6577687 ]
malfunction/2023-02-08T193917-3.wav,1,1,[0.3235922  0.66909397]
malfunction/2023-02-12T091215-5.wav,1,1,[4.5055541e-04 9.9953747e-01]
malfunction/2023-02-08T184917-5.wav,1,0,[0.6708872 0.3293125]
malfunction/2023-02-12T091815-6.wav,1,1,[8.7762135e-05 9.9990833e-01]
malfunction/2023-02-12T214902-1.wav,1,1,[0.01611702 0.9838749 ]
serviceable/2023-02-07T144659-6.wav,0,0,[0.6148833  0.38360015]
serviceable/2023-02-07T142925-2.wav,0,1,[0.43297338 0.59111226]
serviceable/2023-02-08T164514-4.wav,0,0,[0.8470903  0.15249808]
serviceable/2023-02-08T154416-4.wav,0,1,[0.39133015 0.6579788 ]
serviceable/2023-02-08T155803-3.wav,0,0,[0.55610484 0.4357655 ]
serviceable/2023-02-08T161015-1.wav,0,0,[0.6219627  0.37468848]
malfunction/2023-02-12T214002-2.wav,1,1,[0.00616855 0.9937721 ]
serviceable/2023-02-07T143025-5.wav,0,0,[0.90848094 0.09655156]
serviceable/2023-02-08T161615-6.wav,0,0,[0.85146195 0.16534677]
serviceable/2023-02-08T163614-2.wav,0,1,[0.38330463 0.6373048 ]
serviceable/2023-02-08T165537-5.wav,0,1,[0.27063328 0.7227415 ]
malfunction/2023-02-12T215702-5.wav,1,1,[7.246901e-05 9.999163e-01]
malfunction/2023-02-15T162616-6.wav,1,0,[0.6344862 0.3857118]
malfunction/2023-02-12T215402-5.wav,1,1,[0.03035946 0.9677756 ]
malfunction/2023-02-12T214502-6.wav,1,1,[0.04155326 0.95691675]
serviceable/2023-02-07T144808-6.wav,0,0,[0.73800415 0.25142887]
malfunction/2023-02-12T215302-3.wav,1,1,[0.0081604 0.9913051]
malfunction/2023-02-08T192917-2.wav,1,1,[0.4439254  0.58097124]
serviceable/2023-02-07T151048-6.wav,0,1,[0.28593752 0.7159915 ]
malfunction/2023-02-08T192017-2.wav,1,0,[0.5044802 0.497024 ]
malfunction/2023-02-08T192317-5.wav,1,1,[0.2406892  0.75898904]
serviceable/2023-02-08T160915-1.wav,0,1,[0.4624454 0.5338309]
malfunction/2023-02-08T195840-6.wav,1,1,[0.41254047 0.59499204]
malfunction/2023-02-08T185317-3.wav,1,1,[0.3947324  0.60909086]
serviceable/2023-02-07T152228-3.wav,0,0,[0.660258   0.34213543]
malfunction/2023-02-08T184917-3.wav,1,0,[0.539288   0.46259147]
malfunction/2023-02-08T192717-3.wav,1,1,[0.21815169 0.787361  ]
malfunction/2023-02-08T193017-1.wav,1,0,[0.5686574  0.42396846]
malfunction/2023-02-08T190817-5.wav,1,1,[0.4065217  0.60296994]
malfunction/2023-02-12T212302-2.wav,1,1,[0.01368946 0.98706776]
serviceable/2023-02-07T145748-6.wav,0,0,[0.73081964 0.2809066 ]
malfunction/2023-02-08T193517-5.wav,1,1,[0.44548798 0.5586044 ]
serviceable/2023-02-08T164814-5.wav,0,0,[0.63583547 0.36165085]
malfunction/2023-02-08T185417-5.wav,1,1,[0.34754446 0.64628017]
malfunction/2023-02-12T222750-4.wav,1,1,[0.00673729 0.99287593]
malfunction/2023-02-12T215002-3.wav,1,1,[0.01004582 0.98921573]
malfunction/2023-02-08T185317-2.wav,1,1,[0.48408672 0.52585393]
serviceable/2023-02-07T150148-6.wav,0,0,[0.5323996 0.4653805]
malfunction/2023-02-08T195040-5.wav,1,1,[0.21673419 0.7826281 ]
serviceable/2023-02-08T163914-5.wav,0,0,[0.62008053 0.3789743 ]
malfunction/2023-02-08T191717-3.wav,1,1,[0.2627541  0.73805696]
malfunction/2023-02-12T222550-4.wav,1,1,[0.01004935 0.9897943 ]
malfunction/2023-02-12T092115-5.wav,1,1,[3.321084e-05 9.999639e-01]
serviceable/2023-02-08T154508-2.wav,0,1,[0.39845055 0.6596724 ]
serviceable/2023-02-07T150148-2.wav,0,0,[0.5007278  0.49784407]
malfunction/2023-02-12T213202-2.wav,1,1,[0.00216198 0.9978568 ]
malfunction/2023-02-12T221550-3.wav,1,1,[3.392945e-04 9.996356e-01]
malfunction/2023-02-08T195540-6.wav,1,1,[0.14187494 0.8590004 ]
serviceable/2023-02-08T154808-5.wav,0,0,[0.62193    0.37500384]
malfunction/2023-02-08T191017-4.wav,1,1,[0.13860816 0.8630612 ]
malfunction/2023-02-08T195340-3.wav,1,1,[0.10493073 0.89753443]
malfunction/2023-02-12T221650-5.wav,1,1,[8.801319e-04 9.990207e-01]
serviceable/2023-02-07T144257-2.wav,0,0,[0.70958203 0.28367937]
serviceable/2023-02-08T154608-3.wav,0,1,[0.42886657 0.57185245]
malfunction/2023-02-08T184217-5.wav,1,1,[0.38729405 0.61561584]
serviceable/2023-02-08T161415-3.wav,0,0,[0.966224   0.03696788]
malfunction/2023-02-12T214802-6.wav,1,1,[7.400735e-04 9.992175e-01]
serviceable/2023-02-07T144910-2.wav,0,1,[0.45433438 0.5457077 ]
malfunction/2023-02-12T085615-3.wav,1,1,[0.23545817 0.8267308 ]
serviceable/2023-02-07T150348-2.wav,0,1,[0.46472448 0.55215555]
malfunction/2023-02-12T090915-4.wav,1,1,[0.00315022 0.99688077]
malfunction/2023-02-15T164416-6.wav,1,1,[0.04749874 0.95175546]
malfunction/2023-02-12T215602-6.wav,1,1,[0.00189094 0.9978527 ]
serviceable/2023-02-07T150548-4.wav,0,1,[0.3506407 0.6575692]
malfunction/2023-02-12T085315-6.wav,1,1,[0.00176921 0.9982951 ]
serviceable/2023-02-08T163414-2.wav,0,1,[0.42548475 0.5780906 ]
serviceable/2023-02-08T160003-3.wav,0,1,[0.44575122 0.5575514 ]
serviceable/2023-02-07T150648-5.wav,0,1,[0.19956867 0.80323684]
malfunction/2023-02-12T215102-6.wav,1,1,[0.02339231 0.97534615]
malfunction/2023-02-12T215702-3.wav,1,1,[2.6654446e-04 9.9969351e-01]
malfunction/2023-02-12T085115-4.wav,1,1,[0.18852146 0.8649569 ]
malfunction/2023-02-08T192817-6.wav,1,1,[0.16729514 0.83688223]
malfunction/2023-02-08T192317-1.wav,1,1,[0.47715873 0.5405532 ]
serviceable/2023-02-08T163814-4.wav,0,0,[0.8320663  0.17826685]
malfunction/2023-02-08T193217-5.wav,1,1,[0.40605557 0.5974205 ]
malfunction/2023-02-12T091915-3.wav,1,1,[0.08616662 0.92662054]
malfunction/2023-02-15T163716-6.wav,1,1,[0.14214306 0.85369617]
malfunction/2023-02-12T212802-6.wav,1,1,[0.00141418 0.998485  ]
malfunction/2023-02-08T185817-2.wav,1,1,[0.45224673 0.55270016]
serviceable/2023-02-08T162615-2.wav,0,0,[0.60439837 0.3941152 ]
malfunction/2023-02-15T163716-2.wav,1,1,[0.36078116 0.675628  ]
serviceable/2023-02-08T162415-2.wav,0,1,[0.45374644 0.5600618 ]
malfunction/2023-02-08T191417-2.wav,1,1,[0.48295236 0.5296351 ]
malfunction/2023-02-12T222750-5.wav,1,1,[7.5698085e-04 9.9913710e-01]
malfunction/2023-02-12T214102-6.wav,1,1,[0.00193207 0.99796295]
malfunction/2023-02-08T193217-2.wav,1,1,[0.46112838 0.5691362 ]
serviceable/2023-02-08T164814-3.wav,0,0,[0.5938647  0.40908915]
serviceable/2023-02-07T150248-1.wav,0,0,[0.5643012  0.43601564]
malfunction/2023-02-12T213402-6.wav,1,1,[0.00141625 0.998538  ]
malfunction/2023-02-08T191217-3.wav,1,1,[0.42217293 0.58399653]
malfunction/2023-02-08T192817-3.wav,1,1,[0.34122476 0.6703694 ]
malfunction/2023-02-08T190017-1.wav,1,1,[0.48633164 0.512011  ]
malfunction/2023-02-15T164216-3.wav,1,1,[0.04365405 0.9547541 ]
malfunction/2023-02-08T192017-4.wav,1,1,[0.34401757 0.66158867]
serviceable/2023-02-08T154708-4.wav,0,0,[0.5313773  0.47141603]
malfunction/2023-02-08T193817-4.wav,1,1,[0.43194985 0.5746339 ]
malfunction/2023-02-12T222550-3.wav,1,1,[0.01013882 0.99025327]
serviceable/2023-02-08T155108-5.wav,0,0,[0.9572795  0.04212387]
malfunction/2023-02-15T163216-2.wav,1,1,[0.01170956 0.9878144 ]
serviceable/2023-02-07T152028-6.wav,0,0,[0.61839646 0.3783057 ]
malfunction/2023-02-12T213902-2.wav,1,1,[0.01624071 0.98387986]
malfunction/2023-02-08T191617-2.wav,1,1,[0.48204812 0.5267717 ]
serviceable/2023-02-08T165737-6.wav,0,1,[0.37371144 0.62547094]
malfunction/2023-02-12T085715-6.wav,1,1,[2.5334134e-04 9.9973994e-01]
malfunction/2023-02-15T162816-4.wav,1,1,[0.18732516 0.8163579 ]
serviceable/2023-02-08T162515-5.wav,0,0,[0.98236346 0.01687674]
serviceable/2023-02-07T145248-2.wav,0,0,[0.7292874 0.260213 ]
malfunction/2023-02-12T085915-6.wav,1,1,[0.0023274 0.9978994]
malfunction/2023-02-15T163616-1.wav,1,1,[0.492912   0.50405437]
serviceable/2023-02-07T145648-3.wav,0,0,[0.73307556 0.2784517 ]
malfunction/2023-02-12T085815-6.wav,1,1,[0.00881879 0.9920372 ]
serviceable/2023-02-07T150648-6.wav,0,1,[0.44079235 0.5641912 ]
serviceable/2023-02-07T142925-5.wav,0,0,[0.8411561  0.16880369]
serviceable/2023-02-07T144257-3.wav,0,0,[0.7856275  0.22076097]
malfunction/2023-02-12T091915-5.wav,1,1,[6.0554827e-04 9.9941516e-01]
malfunction/2023-02-08T193517-2.wav,1,1,[0.41700956 0.6371431 ]
serviceable/2023-02-08T162615-3.wav,0,0,[0.7055267  0.30220693]
malfunction/2023-02-12T221550-1.wav,1,1,[0.3566257 0.7012297]
malfunction/2023-02-12T214602-3.wav,1,1,[0.07369139 0.9229617 ]
serviceable/2023-02-07T144457-6.wav,0,0,[0.9128133  0.09255904]
malfunction/2023-02-15T162316-2.wav,1,1,[0.3035657  0.72003615]
malfunction/2023-02-12T222250-5.wav,1,1,[0.00462445 0.9951408 ]
serviceable/2023-02-07T144357-2.wav,0,0,[0.7331507  0.25703412]
malfunction/2023-02-08T192417-2.wav,1,1,[0.41672277 0.58765596]
malfunction/2023-02-12T222650-4.wav,1,1,[0.00475756 0.9951309 ]
malfunction/2023-02-08T193217-1.wav,1,1,[0.47196788 0.5397154 ]
malfunction/2023-02-08T185017-4.wav,1,0,[0.5142914  0.48285183]
malfunction/2023-02-12T221750-1.wav,1,1,[0.47477883 0.53264153]
malfunction/2023-02-08T192617-1.wav,1,1,[0.46626827 0.53739643]
serviceable/2023-02-07T150548-3.wav,0,1,[0.31474155 0.690113  ]
serviceable/2023-02-08T161115-1.wav,0,0,[0.6827389 0.3101817]
serviceable/2023-02-08T161915-1.wav,0,1,[0.45097357 0.5351555 ]
malfunction/2023-02-08T192117-3.wav,1,1,[0.42580345 0.5770245 ]
malfunction/2023-02-12T222350-1.wav,1,1,[0.02768371 0.97164   ]
malfunction/2023-02-15T162516-5.wav,1,1,[0.01078704 0.9900889 ]
malfunction/2023-02-15T164116-3.wav,1,1,[0.20019151 0.79130816]
malfunction/2023-02-12T090315-3.wav,1,1,[0.11380381 0.8890354 ]
serviceable/2023-02-07T145248-4.wav,0,0,[0.8890833  0.12258407]
malfunction/2023-02-08T195440-2.wav,1,1,[0.14369155 0.85697573]
serviceable/2023-02-08T162915-1.wav,0,0,[0.6670161 0.332484 ]
serviceable/2023-02-07T144457-5.wav,0,0,[0.9227409  0.08668744]
malfunction/2023-02-08T195340-1.wav,1,1,[0.37714547 0.58713335]
malfunction/2023-02-15T162716-4.wav,1,1,[0.28182346 0.7162368 ]
malfunction/2023-02-12T221450-6.wav,1,1,[2.4631034e-04 9.9971086e-01]
malfunction/2023-02-08T184417-6.wav,1,0,[0.5073726 0.4910921]
malfunction/2023-02-12T222450-6.wav,1,1,[0.00221976 0.99780446]
serviceable/2023-02-07T145548-6.wav,0,0,[0.51505333 0.467326  ]
malfunction/2023-02-12T092115-3.wav,1,1,[1.3092451e-04 9.9986434e-01]
serviceable/2023-02-07T142925-1.wav,0,0,[0.51073027 0.49344382]
malfunction/2023-02-15T162416-6.wav,1,1,[1.6429932e-04 9.9981064e-01]
malfunction/2023-02-12T221750-3.wav,1,1,[0.01330335 0.98534596]
serviceable/2023-02-08T164414-2.wav,0,1,[0.37482363 0.6280101 ]
serviceable/2023-02-07T142725-5.wav,0,0,[0.56384987 0.43835425]
malfunction/2023-02-08T184122-5.wav,1,1,[0.32146543 0.68028647]
serviceable/2023-02-08T162415-3.wav,0,0,[0.9335353  0.06949546]
serviceable/2023-02-08T165837-1.wav,0,1,[0.24020235 0.7423179 ]
malfunction/2023-02-15T164216-4.wav,1,1,[0.1452022 0.8585978]
serviceable/2023-02-08T155008-6.wav,0,0,[0.72316134 0.27855444]
malfunction/2023-02-12T215102-1.wav,1,1,[0.12696505 0.8752147 ]
malfunction/2023-02-12T212302-3.wav,1,1,[6.2988192e-04 9.9929047e-01]
malfunction/2023-02-12T212106-3.wav,1,1,[0.00185094 0.99796176]
malfunction/2023-02-12T212902-1.wav,1,1,[0.39584994 0.59760445]
serviceable/2023-02-08T164014-2.wav,0,1,[0.44048756 0.5821565 ]
malfunction/2023-02-15T164216-1.wav,1,1,[0.44233638 0.57969993]
serviceable/2023-02-07T143425-2.wav,0,1,[0.36950913 0.6380125 ]
malfunction/2023-02-08T192917-4.wav,1,0,[0.5124937  0.49270186]
malfunction/2023-02-12T090415-5.wav,1,1,[6.5657246e-04 9.9924868e-01]
malfunction/2023-02-12T222450-4.wav,1,1,[0.00378911 0.99617285]
malfunction/2023-02-15T162916-6.wav,1,1,[0.16434352 0.8300604 ]
serviceable/2023-02-08T164714-3.wav,0,0,[0.9777053  0.02194193]
serviceable/2023-02-08T162015-1.wav,0,1,[0.47748396 0.5124413 ]
malfunction/2023-02-08T185117-4.wav,1,0,[0.6067176 0.388252 ]
malfunction/2023-02-08T191317-1.wav,1,1,[0.44540972 0.5729283 ]
malfunction/2023-02-12T085915-3.wav,1,1,[0.03719068 0.96369416]
malfunction/2023-02-08T193917-2.wav,1,1,[0.48641923 0.517     ]
serviceable/2023-02-08T161615-4.wav,0,0,[0.7733788  0.23284344]
malfunction/2023-02-15T163316-2.wav,1,1,[0.37656873 0.64138055]
malfunction/2023-02-12T221450-2.wav,1,1,[0.11064584 0.8951045 ]
serviceable/2023-02-08T154416-2.wav,0,1,[0.18481836 0.8273185 ]
malfunction/2023-02-12T213502-3.wav,1,1,[0.24548553 0.7434665 ]
serviceable/2023-02-07T143025-2.wav,0,0,[0.5314102  0.47414386]
malfunction/2023-02-08T190917-4.wav,1,1,[0.14060692 0.8664965 ]
malfunction/2023-02-12T091315-6.wav,1,1,[3.6809646e-04 9.9961662e-01]
serviceable/2023-02-08T161415-4.wav,0,0,[0.94446576 0.05925786]
